;pred;obs;;pred;;obs
1244;0,42906034;0,338351182;;223094,123;;179100
1089;0,455996215;0,338557367;;236158,0764;;179200,0001
1450;0,257972032;0,338557367;;140115,9514;;179200,0001
2591;0,21589002;0,338557367;;119706,0915;;179200,0001
2897;0,363743663;0,338557367;;191415,404;;179200,0001
2920;0,440878391;0,338763551;;228825,9015;;179299,9998
2827;0,363617212;0,338969736;;191354,0749;;179399,9999
310;0,335004658;0,339175921;;177476,9289;;179500
2810;0,171752512;0,339175921;;98299,31205;;179500
3116;0,367806315;0,339175921;;193385,7986;;179500
848;0,218096957;0,33958829;;120776,4602;;179699,9998
1875;0,362965673;0,33958829;;191038,0774;;179699,9998
3042;0,309405863;0,33958829;;165061,4625;;179699,9998
471;0,502792835;0,339794475;;258854,5307;;179800
790;0,412427992;0,339794475;;215027,4008;;179800
2107;0,500452399;0,339794475;;257719,4145;;179800
1411;0,354487062;0,34000066;;186925,9338;;179900,0001
3205;0,367054433;0,34000066;;193021,1339;;179900,0001
839;0,315760076;0,340206845;;168143,2684;;180000,0002
1751;0,446980506;0,340206845;;231785,4395;;180000,0002
2193;0,366879195;0,340206845;;192936,1433;;180000,0002
2592;0,210811362;0,340206845;;117242,932;;180000,0002
334;0,746313214;0,340413029;;376962,4016;;180099,9999
2525;0,26228714;0,340619214;;142208,7874;;180200
2242;0,398446769;0,340825399;;208246,4796;;180300,0002
233;0,353414893;0,341031583;;186405,93;;180399,9998
2445;0,533303261;0,341031583;;273652,1481;;180399,9998
3164;0,393388212;0,341031583;;205793,0695;;180399,9998
2496;0,274361342;0,341237768;;148064,7997;;180500
2811;0,263166338;0,341237768;;142635,2004;;180500
581;0,380644947;0,341443953;;199612,5607;;180600,0001
749;0,366169661;0,341443953;;192592,0181;;180600,0001
1629;0,276861191;0,341443953;;149277,2313;;180600,0001
369;0,368744045;0,342062507;;193840,5996;;180900
913;0,480477393;0,342062507;;248031,4964;;180900
1065;0,454751045;0,342062507;;235554,1661;;180900
1552;0,541064322;0,342268692;;277416,2783;;181000,0002
3291;0,341734499;0,342681061;;180740,9154;;181199,9999
242;0,48688975;0,342887246;;251141,5024;;181300,0001
860;0,451546133;0,342887246;;233999,7774;;181300,0001
997;0,468549579;0,342887246;;242246,4831;;181300,0001
1271;0,521353483;0,342887246;;267856,4821;;181300,0001
1834;0,301861733;0,342887246;;161402,5443;;181300,0001
2013;0,393939525;0,342887246;;206060,4575;;181300,0001
1958;0,400481224;0,343093431;;209233,1946;;181400,0002
1072;0,511354029;0,343299615;;263006,7269;;181499,9999
1472;0,384149045;0,343299615;;201312,055;;181499,9999
2313;0,469862938;0,343299615;;242883,4646;;181499,9999
954;0,324088097;0,343711985;;172182,375;;181700,0001
288;0,344067127;0,343918169;;181872,2445;;181799,9998
1050;0,567640603;0,343918169;;290305,8275;;181799,9998
484;0,374317735;0,344124354;;196543,8503;;181899,9999
2538;0,353988707;0,344124354;;186684,2309;;181899,9999
67;0,331346333;0,344536724;;175702,6342;;182100,0002
114;0,342830598;0,344742908;;181272,5259;;182199,9999
1747;0,230828822;0,345155278;;126951,4402;;182400,0001
2033;0,205817923;0,345361462;;114821,1043;;182499,9998
2893;0,487242132;0,345361462;;251312,4087;;182499,9998
1243;0,45452264;0,346392386;;235443,3892;;183000
1185;0,502060413;0,346598571;;258499,3046;;183100,0001
1272;0,221638635;0,346598571;;122494,1812;;183100,0001
1908;0,228739619;0,34701094;;125938,1728;;183299,9999
2756;0,369061321;0,34701094;;193994,4788;;183299,9999
2015;0,347176284;0,347629494;;183380,1919;;183599,9998
580;0,552676797;0,348041864;;283048,3519;;183800,0001
1461;0,689468861;0,348041864;;349392,7763;;183800,0001
2597;0,398444861;0,348041864;;208245,5546;;183800,0001
452;0,355522156;0,348248048;;187427,9566;;183899,9998
1060;0,373168737;0,348248048;;195986,5836;;183899,9998
1512;0,42162168;0,348454233;;219486,3582;;183999,9999
3084;0,466784477;0,348660418;;241390,405;;184100,0001
1330;0,429103553;0,348866603;;223115,0816;;184200,0002
147;0,555640936;0,349072787;;284485,9652;;184299,9998
2154;0,354786754;0,349278972;;187071,2851;;184400
332;0,411110759;0,349485157;;214388,5402;;184500,0001
1173;0,43014583;0,349485157;;223620,5878;;184500,0001
1980;0,350387752;0,349485157;;184937,7605;;184500,0001
2405;0,437247664;0,349485157;;227064,9914;;184500,0001
971;0,386455297;0,349691341;;202430,5922;;184599,9998
1084;0,461176604;0,349897526;;238670,5753;;184699,9999
2443;0,211339563;0,350309896;;117499,1108;;184900,0002
2441;0,394561648;0,35092845;;206362,1886;;185200,0001
3179;0,358473897;0,35092845;;188859,557;;185200,0001
602;0,607775569;0,351134634;;309771,3665;;185299,9998
3162;0,360729039;0,351134634;;189953,3052;;185299,9998
3273;0,412682801;0,351134634;;215150,9841;;185299,9998
384;0,215973586;0,351547004;;119746,6211;;185500
3269;0,513670266;0,351753189;;264130,1062;;185600,0002
2143;0,350906372;0,352165558;;185189,2923;;185800
2410;0,28179571;0,352371743;;151670,4831;;185900,0001
414;0,448094755;0,352577928;;232325,8526;;186000,0002
999;0,468765557;0,352577928;;242351,2326;;186000,0002
2228;0,418339044;0,352577928;;217894,2729;;186000,0002
2639;0,432641864;0,352577928;;224831,1692;;186000,0002
1911;0,170604736;0,352784112;;97742,63798;;186099,9999
2857;0,340404451;0,352990297;;180095,8395;;186200
865;0,292250693;0,353196482;;156741,1705;;186300,0002
642;0,360060424;0,353608851;;189629,0256;;186500
2816;0,329180688;0,354021221;;174652,2919;;186700,0002
103;0,355096161;0,354227405;;187221,3485;;186799,9999
448;0,414582521;0,354227405;;216072,3517;;186799,9999
1418;0,556930065;0,354227405;;285111,1955;;186799,9999
1176;0,447167575;0,35443359;;231876,1684;;186900
2805;0,35077399;0,354845959;;185125,0868;;187099,9998
146;0,265251786;0,355052144;;143646,6465;;187199,9999
17;0,348841935;0,355258329;;184188,0364;;187300,0001
2914;0,530200839;0,355258329;;272147,4673;;187300,0001
721;0,314647347;0,355670698;;167603,5925;;187499,9999
908;0,361763656;0,355670698;;190455,0968;;187499,9999
1657;0,285879642;0,355670698;;153651,198;;187499,9999
1879;0,311911851;0,355670698;;166276,8716;;187499,9999
1914;0,462152779;0,355670698;;239144,0222;;187499,9999
2300;0,364659339;0,355670698;;191859,5088;;187499,9999
2362;0,457896411;0,355670698;;237079,6753;;187499,9999
2808;0,429679662;0,355670698;;223394,4954;;187499,9999
445;0,377157599;0,355876883;;197921,1897;;187600
1132;0,598608851;0,356289252;;305325,4902;;187799,9998
3165;0,410437196;0,356289252;;214061,8612;;187799,9998
539;0,424051255;0,356701622;;220664,7068;;188000,0001
1042;0,507155061;0,356701622;;260970,2188;;188000,0001
1366;0,443289727;0,356907807;;229995,4042;;188100,0002
1621;0,304905951;0,357113991;;162878,9961;;188199,9999
2903;0,775183856;0,357113991;;390964,7208;;188199,9999
469;0,45906499;0,357320176;;237646,4384;;188300
1541;0,54210335;0,357320176;;277920,209;;188300
1953;0,504970014;0,357526361;;259910,4668;;188400,0001
889;0,523038507;0,357732545;;268673,7217;;188499,9998
1115;0,298409492;0,357732545;;159728,2003;;188499,9998
2204;0,397904932;0,358144915;;207983,6881;;188700,0001
1263;0,413521796;0,3583511;;215557,8983;;188800,0002
66;0,525832891;0,358557284;;270029,004;;188899,9999
782;0,347126126;0,358557284;;183355,8655;;188899,9999
805;0,506608605;0,358763469;;260705,1868;;189000
1364;0,451052815;0,358763469;;233760,5172;;189000
958;0,469576448;0,358969654;;242744,5165;;189100,0001
2627;0,390937477;0,358969654;;204604,4584;;189100,0001
216;0,302724332;0,359382023;;161820,9063;;189299,9999
816;0,455582827;0,359588208;;235957,5824;;189400,0001
1658;0,285987705;0,359588208;;153703,6089;;189400,0001
2438;0,316029549;0,359588208;;168273,9632;;189400,0001
3398;0,375336796;0,359588208;;197038,0968;;189400,0001
1674;0,364514291;0,360000577;;191789,1603;;189599,9998
2305;0,425552309;0,360206762;;221392,7208;;189700
3049;0,20168896;0,360206762;;112818,5491;;189700
621;0,688949406;0,360412947;;349140,8399;;189800,0001
2429;0,441305101;0,360412947;;229032,8566;;189800,0001
3090;0,437473536;0,360412947;;227174,5397;;189800,0001
1300;0,424525112;0,360619131;;220894,5283;;189899,9998
1388;0,412059575;0,360619131;;214848,7181;;189899,9998
2327;0,407479823;0,360619131;;212627,5289;;189899,9998
2547;0,457650214;0,360825316;;236960,2693;;189999,9999
2705;0,385682136;0,360825316;;202055,6072;;189999,9999
1850;0,292040527;0,36144387;;156639,2396;;190299,9998
1883;0,408023804;0,361650055;;212891,3612;;190400
2735;0,377095222;0,361650055;;197890,9371;;190400
887;0,380239904;0,36185624;;199416,1139;;190500,0001
74;0,283922613;0,362062424;;152702,035;;190599,9998
1618;0,308051169;0,362062424;;164404,433;;190599,9998
497;0,477289349;0,362474794;;246485,2888;;190800
1778;0,418257952;0,362474794;;217854,9431;;190800
2906;0,4783732;0,362680979;;247010,9586;;190900,0002
196;0,51480335;0,362887163;;264679,6543;;190999,9998
856;0,4738051;0,363093348;;244795,421;;191100
1161;0,393045962;0,363505718;;205627,0776;;191300,0002
101;0,377458066;0,363711902;;198066,9168;;191399,9999
1755;0,291625261;0,363711902;;156437,835;;191399,9999
1425;0,482466042;0,364124272;;248995,9953;;191600,0002
808;0,2713404;0,364330456;;146599,6367;;191699,9998
1339;0,524542511;0,364330456;;269403,1667;;191699,9998
1429;0,21104072;0,364330456;;117354,1714;;191699,9998
2345;0,412382364;0,364330456;;215005,2714;;191699,9998
806;0,497356206;0,364536641;;256217,7547;;191800
162;0,38069126;0,364742826;;199635,0225;;191900,0001
2739;0,378347486;0,364742826;;198498,2875;;191900,0001
3146;0,328618526;0,364742826;;174379,6426;;191900,0001
131;0,391892076;0,365155195;;205067,4404;;192099,9999
1369;0,423314959;0,365155195;;220307,6017;;192099,9999
1407;0,364748061;0,365155195;;191902,5389;;192099,9999
845;0,50589329;0,36536138;;260358,2575;;192200
955;0,372950912;0,36536138;;195880,938;;192200
1110;0,451153278;0,365567565;;233809,2423;;192300,0002
1428;0,438663423;0,365567565;;227751,6375;;192300,0002
2437;0,447839469;0,365567565;;232202,038;;192300,0002
365;0,342683136;0,365773749;;181201,0066;;192399,9998
105;0,414550811;0,365979934;;216056,9725;;192499,9999
1090;0,292860687;0,366186119;;157037,0188;;192600,0001
1944;0,38491112;0,366186119;;201681,663;;192600,0001
3136;0,379235148;0,366186119;;198928,8055;;192600,0001
1202;0,364035934;0,366392304;;191557,1562;;192700,0002
1340;0,443626314;0,366392304;;230158,6497;;192700,0002
1706;0,525242567;0,366804673;;269742,6955;;192900
1728;0,561300159;0,367010858;;287230,6995;;193000,0002
1863;0,465208352;0,367217042;;240625,9809;;193099,9998
2209;0,445876241;0,367217042;;231249,8685;;193099,9998
949;0,386440158;0,367423227;;202423,2495;;193199,9999
2986;0,434817851;0,367629412;;225886,5272;;193300,0001
1187;0,477475524;0,367835597;;246575,5841;;193400,0002
1922;0,428937912;0,367835597;;223034,7452;;193400,0002
665;0,330991238;0,368041781;;175530,4126;;193499,9999
1607;0,383097619;0,368041781;;200802,1113;;193499,9999
1343;0,336827457;0,368454151;;178360,9903;;193700,0001
549;0,465304077;0,368660335;;240672,4078;;193799,9998
990;0,163678527;0,368660335;;94383,41289;;193799,9998
1012;0,631259859;0,368660335;;321161,2939;;193799,9998
1131;0,532470107;0,368660335;;273248,0669;;193799,9998
1682;0,414085656;0,36927889;;215831,3715;;194100,0002
2137;0,457628787;0,36927889;;236949,8767;;194100,0002
3003;0,56695497;0,36927889;;289973,2945;;194100,0002
208;0,286436021;0,369691259;;153921,0432;;194300
3118;0,628298759;0,369691259;;319725,1549;;194300
2486;0,299206346;0,369897444;;160114,6764;;194400,0001
531;0,248549595;0,370103628;;135546,0509;;194499,9998
604;0,417669803;0,370309813;;217569,6897;;194599,9999
2825;0,40772301;0,370722183;;212745,4751;;194800,0002
2586;0,440144956;0,370928367;;228470,184;;194899,9999
260;0,316347003;0,371340737;;168427,9291;;195100,0001
2975;0,305411488;0,371546921;;163124,1824;;195199,9998
1280;0,428907663;0,371753106;;223020,0742;;195299,9999
1989;0,32205689;0,371959291;;171197,2355;;195400,0001
207;0,33013767;0,372165476;;175116,4302;;195500,0002
1347;0,424096107;0,372165476;;220686,4603;;195500,0002
3088;0,373908877;0,372165476;;196345,5533;;195500,0002
1055;0,456792742;0,37237166;;236544,3935;;195599,9998
261;0,372022837;0,37278403;;195430,8202;;195800,0001
2094;0,510859549;0,37278403;;262766,903;;195800,0001
2596;0,37013635;0,37278403;;194515,8702;;195800,0001
3325;0,451510012;0,37278403;;233982,2589;;195800,0001
1002;0,458424479;0,372990214;;237335,7891;;195899,9998
676;0,438943475;0,373196399;;227887,4635;;195999,9999
706;0,305096507;0,373196399;;162971,4161;;195999,9999
166;0,449879736;0,373402584;;233191,5716;;196100
1469;0,443937749;0,373402584;;230309,696;;196100
2080;0,418525368;0,373402584;;217984,6405;;196100
2868;0,472103149;0,373608769;;243969,9713;;196200,0002
1700;0,376662642;0,373814953;;197681,1346;;196299,9998
2673;0,425428033;0,373814953;;221332,4468;;196299,9998
1777;0,515717447;0,374021138;;265122,9931;;196400
417;0,493013233;0,374433507;;254111,404;;196599,9998
1363;0,434019893;0,375052062;;225499,5163;;196900,0002
1395;0,526173115;0,375052062;;270194,013;;196900,0002
2167;0,644013643;0,375052062;;327346,905;;196900,0002
2765;0,451606005;0,375052062;;234028,8158;;196900,0002
3153;0,409911036;0,375052062;;213806,6725;;196900,0002
2605;0,393599093;0,375258246;;205895,3473;;196999,9998
9;0,406367034;0,37628917;;212087,8241;;197500
312;0,315274715;0,376495355;;167907,8675;;197600,0002
396;0,530182362;0,376495355;;272138,5057;;197600,0002
1333;0,417019188;0,376701539;;217254,1404;;197699,9998
2624;0,388347864;0,376907724;;203348,4908;;197800
2219;0,484146535;0,377113909;;249811,038;;197900,0001
59;0,334344476;0,377526278;;177156,7398;;198099,9999
1505;0,624659359;0,377526278;;317960,0387;;198099,9999
1513;0,587337852;0,377526278;;299859,0327;;198099,9999
526;0,420658141;0,378144832;;219019,0399;;198399,9998
2129;0,389066637;0,378351017;;203697,0969;;198499,9999
3373;0,490577966;0,378351017;;252930,2947;;198499,9999
1972;0,473132193;0,378763387;;244469,0599;;198700,0002
25;0,338272959;0,378969571;;179062,0617;;198799,9999
1172;0,379866093;0,378969571;;199234,815;;198799,9999
1301;0,303075314;0,379381941;;161991,1332;;199000,0001
3037;0,3664262;0,379381941;;192716,4397;;199000,0001
2946;0,341409117;0,379588125;;180583,1046;;199099,9998
2841;0,504124165;0,37979431;;259500,2281;;199199,9999
794;0,272331625;0,380000495;;147080,3829;;199300,0001
1304;0,239262551;0,380000495;;131041,8158;;199300,0001
2064;0,419789284;0,380412864;;218597,6425;;199499,9999
200;0,46477598;0,380619049;;240416,2796;;199600
2489;0,420547634;0,381031418;;218965,4438;;199799,9998
179;0,481652498;0,381443788;;248601,425;;200000,0001
659;0,514565051;0,381443788;;264564,0787;;200000,0001
1721;0,39805609;0,381443788;;208056,9997;;200000,0001
1764;0,394867539;0,381443788;;206510,5463;;200000,0001
1855;0,495324641;0,381443788;;255232,4418;;200000,0001
1973;0,66698271;0,381443788;;338486,9485;;200000,0001
1951;0,481422037;0,382680896;;248489,6507;;200599,9999
2890;0,442031205;0,38329945;;229385,0183;;200899,9998
2513;0,517696023;0,383505635;;266082,6065;;201000
1734;0,628881931;0,384330374;;320007,9944;;201400,0001
2877;0,551435471;0,384536559;;282446,3061;;201500,0002
3027;0,424222231;0,384536559;;220747,6304;;201500,0002
1419;0,512589037;0,384742743;;263605,7083;;201599,9998
636;0,367089242;0,385155113;;193038,0164;;201800,0001
1049;0,458766609;0,385155113;;237501,7231;;201800,0001
3008;0,622090995;0,385155113;;316714,3769;;201800,0001
1226;0,423184931;0,385361297;;220244,538;;201899,9998
2500;0,361617893;0,385773667;;190384,4013;;202100
2232;0,310251951;0,385979852;;165471,8168;;202200,0002
515;0,382212937;0,386186036;;200373,0388;;202299,9998
641;0,425749093;0,386186036;;221488,1617;;202299,9998
1150;0,344626606;0,386598406;;182143,5929;;202500,0001
1242;0,361271113;0,386598406;;190216,2124;;202500,0001
204;0,443451315;0,387010775;;230073,7748;;202699,9999
936;0,557525873;0,387010775;;285400,1635;;202699,9999
159;0,49251315;0,38721696;;253868,8628;;202800
2524;0,424508423;0,38721696;;220886,434;;202800
807;0,455720752;0,387423145;;236024,4764;;202900,0002
2679;0,402467906;0,387835514;;210196,7396;;203100
2164;0,470899254;0,388041699;;243386,08;;203200,0001
797;0,31610325;0,388247884;;168309,7084;;203300,0002
1639;0,353707522;0,388866438;;186547,8557;;203600,0002
1868;0,704856396;0,389072622;;356855,7616;;203699,9998
2323;0,418113023;0,389072622;;217784,6524;;203699,9998
116;0,632195711;0,389278807;;321615,1843;;203800
2322;0,365987718;0,389278807;;192503,7753;;203800
2843;0,397764087;0,389278807;;207915,3776;;203800
3271;0,459760725;0,389484992;;237983,8714;;203900,0001
3389;0,52478987;0,389484992;;269523,1364;;203900,0001
342;0,484170258;0,389691177;;249822,5435;;204000,0002
1668;0,44689706;0,389897361;;231744,9677;;204099,9999
175;0,490766257;0,390103546;;253021,6162;;204200
1209;0,469336659;0,390103546;;242628,2182;;204200
2076;0,39480716;0,390103546;;206481,2622;;204200
2428;0,473772198;0,390103546;;244779,4636;;204200
64;0,617577851;0,390515915;;314525,4928;;204399,9998
1831;0,40266335;0,390515915;;210291,5301;;204399,9998
3052;0,234136686;0,3907221;;128555,7609;;204499,9999
1539;0,444391102;0,390928285;;230529,5731;;204600,0001
1196;0,380387098;0,39113447;;199487,5031;;204700,0002
1052;0,398435354;0,391959208;;208240,9437;;205099,9998
3236;0,419452518;0,391959208;;218434,3102;;205099,9998
1841;0,364204288;0,392577763;;191638,8079;;205400,0002
630;0,300282896;0,392990132;;160636,8049;;205600
1207;0,281357586;0,392990132;;151457,9921;;205600
3309;0,388772458;0,392990132;;203554,4196;;205600
2186;0,376414686;0,393608686;;197560,8758;;205899,9999
3204;0,333966136;0,393608686;;176973,2439;;205899,9999
48;0,266505271;0,394021056;;144254,5895;;206100,0002
385;0,494197994;0,39422724;;254686,0157;;206199,9999
557;0,220721215;0,394433425;;122049,2307;;206300
1203;0,337884754;0,394433425;;178873,7814;;206300
1480;0,639576674;0,394433425;;325194,9658;;206300
1792;0,440510511;0,394433425;;228647,479;;206300
588;0,43241632;0,394845794;;224721,78;;206499,9998
2905;0,465078682;0,395258164;;240563,0908;;206700,0001
16;0,33786875;0,395464349;;178866,0195;;206800,0002
2672;0,209466919;0,395464349;;116590,8748;;206800,0002
498;0,353674293;0,395670533;;186531,7392;;206899,9998
2408;0,399876505;0,395670533;;208939,9047;;206899,9998
3348;0,546552837;0,395670533;;280078,219;;206899,9998
2648;0,501419544;0,395876718;;258188,4818;;207000
2367;0,382794321;0,396289087;;200655,0111;;207199,9998
2995;0,425939232;0,396701457;;221580,3795;;207400
512;0,438868791;0,397320011;;227851,2413;;207700
2760;0,566888273;0,39773238;;289940,9461;;207899,9998
3028;0,339445293;0,39814475;;179630,646;;208100
493;0,56169337;0,398350935;;287421,408;;208200,0002
527;0,381815463;0,398557119;;200180,2633;;208299,9998
2601;0,426741928;0,398557119;;221969,6885;;208299,9998
1327;0,442375809;0,399175674;;229552,1521;;208600,0002
1878;0,40973714;0,399381858;;213722,3323;;208699,9999
3076;0,423261523;0,399794228;;220281,6853;;208900,0002
3312;0,560649693;0,400000412;;286915,2224;;208999,9998
844;0,487722129;0,400206597;;251545,2078;;209100
3345;0,5128932;0,400412782;;263753,2277;;209200,0001
3395;0,467603832;0,400412782;;241787,794;;209200,0001
3283;0,482814908;0,401237521;;249165,196;;209600,0002
1141;0,410523504;0,401443705;;214103,7205;;209699,9998
1932;0,398747653;0,401443705;;208392,4091;;209699,9998
3295;0,572412848;0,40164989;;292620,3763;;209799,9999
3380;0,414942622;0,401856075;;216247,0016;;209900,0001
2919;0,334196448;0,40206226;;177084,9458;;210000,0002
2069;0,457217544;0,402680814;;236750,4234;;210300,0002
2730;0,399769545;0,402680814;;208888,0287;;210300,0002
3113;0,394524753;0,402886998;;206344,2943;;210399,9998
1937;0,261897236;0,403505553;;142019,6833;;210700,0002
3166;0,468942404;0,403505553;;242437,0037;;210700,0002
2363;0,602191687;0,403711737;;307063,1724;;210799,9999
386;0,419911474;0,403917922;;218656,9047;;210900
390;0,522287965;0,403917922;;268309,7075;;210900
1609;0,409818888;0,403917922;;213761,9802;;210900
2243;0,406270176;0,404330291;;212040,848;;211099,9998
87;0,422273815;0,404742661;;219802,6447;;211300,0001
528;0,403017431;0,404742661;;210463,2603;;211300,0001
1292;0,445938915;0,404948846;;231280,2657;;211400,0002
1001;0,347647607;0,405361215;;183608,7848;;211600
2800;0,400405198;0,405361215;;209196,322;;211600
2377;0,325647563;0,405773584;;172938,7192;;211799,9998
2761;0,348036617;0,405773584;;183797,4553;;211799,9998
24;0,360096693;0,405979769;;189646,6163;;211899,9999
2943;0,354300946;0,405979769;;186835,6674;;211899,9999
1308;0,451412708;0,406185954;;233935,066;;212000,0001
1812;0,520877123;0,406392139;;267625,4464;;212100,0002
3369;0,549165726;0,406392139;;281345,4753;;212100,0002
1442;0,509495556;0,406598323;;262105,3638;;212199,9999
209;0,36513263;0,406804508;;192089,0558;;212300
893;0,495682597;0,407216877;;255406,051;;212499,9998
929;0,255452663;0,407216877;;138894,0523;;212499,9998
1371;0,307367444;0,407216877;;164072,8251;;212499,9998
1853;0,428243548;0,407216877;;222697,9771;;212499,9998
3257;0,413236529;0,407216877;;215419,5429;;212499,9998
1078;0,530990064;0,407423062;;272530,2431;;212599,9999
460;0,622778416;0,407629247;;317047,7772;;212700,0001
219;0,359766245;0,408247801;;189486,3483;;213000
2502;0,562370718;0,408247801;;287749,9227;;213000
1328;0,531637788;0,408453986;;272844,3904;;213100,0001
2455;0,499909043;0,408453986;;257455,8858;;213100,0001
458;0,398464054;0,40866017;;208254,8631;;213199,9998
508;0,476462245;0,40866017;;246084,1417;;213199,9998
881;0,265854031;0,40866017;;143938,7367;;213199,9998
2670;0,521151066;0,40866017;;267758,3092;;213199,9998
2926;0,381733298;0,408866355;;200140,4131;;213299,9999
2320;0,298467904;0,409278725;;159756,5305;;213500,0002
2347;0,456120312;0,409278725;;236218,2637;;213500,0002
226;0,391691864;0,410103463;;204970,3372;;213899,9998
516;0,489284128;0,410309648;;252302,7806;;213999,9999
283;0,424852937;0,410515833;;221053,5244;;214100
1520;0,59077847;0,410515833;;301527,7395;;214100
3045;0,386756986;0,410722018;;202576,9119;;214200,0002
3342;0,454881698;0,410722018;;235617,5332;;214200,0002
1650;0,272570014;0,410928202;;147196,0019;;214299,9998
882;0,474571258;0,411340572;;245167,0092;;214500,0001
3178;0,358886421;0,411546757;;189059,6318;;214600,0002
2179;0,293831736;0,411752941;;157507,9796;;214699,9999
2273;0,483300209;0,412371495;;249400,568;;214999,9998
2769;0,450059593;0,41257768;;233278,8026;;215100
1266;0,516922057;0,412783865;;265707,2313;;215200,0001
1844;0,447509199;0,412783865;;232041,8567;;215200,0001
1204;0,469878584;0,413196234;;242891,0531;;215399,9999
1754;0,3679896;0,413196234;;193474,6918;;215399,9999
1420;0,447451204;0,413402419;;232013,7289;;215500
2579;0,484054625;0,413608604;;249766,4613;;215600,0002
2728;0,469929785;0,413814788;;242915,8854;;215699,9998
3289;0,439931452;0,414227158;;228366,6342;;215900,0001
1589;0,594477475;0,414433343;;303321,7642;;216000,0002
1847;0,450335652;0,414639527;;233412,6917;;216099,9999
2298;0,274529397;0,414639527;;148146,3068;;216099,9999
3241;0,362853885;0,414639527;;190983,8598;;216099,9999
1740;0,383449763;0,415258081;;200972,902;;216399,9998
1645;0,694078982;0,415670451;;351628,6944;;216600,0001
2162;0,402480185;0,415670451;;210202,6947;;216600,0001
1572;0,377218455;0,415876636;;197950,7051;;216700,0002
3173;0,481340975;0,415876636;;248450,3353;;216700,0002
2989;0,445798695;0,41608282;;231212,2587;;216799,9999
684;0,512756526;0,41649519;;263686,9409;;217000,0001
2508;0,428322375;0,41649519;;222736,2084;;217000,0001
3176;0,458299458;0,41649519;;237275,1537;;217000,0001
3307;0,440193713;0,41649519;;228493,8311;;217000,0001
35;0,366200864;0,416701374;;192607,1516;;217099,9998
1028;0,533882439;0,417319929;;273933,0507;;217400,0002
1032;0,289243758;0,417319929;;155282,801;;217400,0002
77;0,383298367;0,417526113;;200899,4747;;217499,9999
1976;0,489096582;0,417526113;;252211,8204;;217499,9999
1031;0,43322286;0,417938483;;225112,9536;;217700,0001
3374;0,47115612;0,418557037;;243510,6607;;218000,0001
930;0,429289758;0,418763222;;223205,3913;;218100,0002
1490;0,516567349;0,418969406;;265535,1976;;218199,9998
1557;0,318861187;0,419175591;;169647,3132;;218300
2758;0,569170177;0,419175591;;291047,6742;;218300
3066;0,510303617;0,419381776;;262497,2746;;218400,0001
644;0,431937486;0,41958796;;224489,5446;;218499,9998
1538;0,371503174;0,419794145;;195178,7825;;218599,9999
1058;0,388679564;0,42000033;;203509,3659;;218700,0001
1805;0,499341488;0,42000033;;257180,6203;;218700,0001
964;0,434587121;0,420206515;;225774,6229;;218800,0002
1227;0,413230628;0,420206515;;215416,6809;;218800,0002
2430;0,423865974;0,420206515;;220574,8451;;218800,0002
2635;0,156873807;0,420206515;;91083,11029;;218800,0002
2723;0,45522356;0,420206515;;235783,3372;;218800,0002
3376;0,462261707;0,420412699;;239196,8522;;218899,9998
2257;0,350297421;0,420618884;;184893,9499;;219000
3036;0,389457762;0,420618884;;203886,7936;;219000
3040;0,361687034;0,420618884;;190417,935;;219000
3300;0,491334707;0,420618884;;253297,3153;;219000
622;0,390544951;0,420825069;;204414,0823;;219100,0001
2309;0,494343996;0,421237438;;254756,8268;;219299,9999
3339;0,595054984;0,421855992;;303601,8574;;219599,9998
1587;0,551241338;0,422062177;;282352,1515;;219700
775;0,518768311;0,422474546;;266602,6682;;219899,9998
1608;0,397617429;0,422680731;;207844,2485;;219999,9999
1730;0,22251752;0,422680731;;122920,4423;;219999,9999
2381;0,463296533;0,422680731;;239698,7449;;219999,9999
2419;0,742596269;0,422680731;;375159,6755;;219999,9999
127;0,353970796;0,422886916;;186675,5439;;220100
3318;0,439594746;0,423299285;;228203,3308;;220299,9998
725;0,381544799;0,423711655;;200048,9904;;220500,0001
589;0,424328476;0,42391784;;220799,1596;;220600,0002
618;0,506483912;0,424124024;;260644,7105;;220699,9999
883;0,501040459;0,424536394;;258004,6245;;220900,0002
3030;0,57563144;0,424742578;;294181,3995;;220999,9998
311;0,53818053;0,424948763;;276017,6334;;221100
3212;0,454001218;0,425154948;;235190,4988;;221200,0001
534;0,495653152;0,425361133;;255391,7703;;221300,0002
963;0,314062953;0,425361133;;167320,1603;;221300,0002
1130;0,61445874;0,425361133;;313012,7177;;221300,0002
1717;0,474729747;0,425567317;;245243,8766;;221399,9999
37;0,544289887;0,425979687;;278980,6838;;221600,0002
689;0,600664794;0,426392056;;306322,6266;;221799,9999
1034;0,407347441;0,426598241;;212563,3234;;221900,0001
2747;0,327997833;0,42701061;;174078,6052;;222099,9999
411;0,428909421;0,427629164;;223020,927;;222399,9998
533;0,34141469;0,428041534;;180585,8075;;222600,0001
2567;0,737524807;0,428247719;;372700,0067;;222700,0002
2606;0,446027875;0,428247719;;231323,4114;;222700,0002
1624;0,482924074;0,428453903;;249218,1417;;222799,9999
1867;0,502960503;0,428660088;;258935,8499;;222900
2784;0,451301217;0,428866273;;233880,9929;;223000,0001
754;0,476783425;0,429072457;;246239,9145;;223099,9998
491;0,526737571;0,429484827;;270467,7753;;223300,0001
